Jour,Date,Heure,KwH Restant,Achat KwH
Mardi,30-03-2021,8:00,25.66,0
Mardi,30-03-2021,17:00,576.46,600
Mercredi,31-03-2021,8:00,498.52,0
Mercredi,31-03-2021,17:00,429.37,0
Jeudi,01-04-2021,8:00,350.25,0
Jeudi,01-04-2021,13:00,310.14,0
Vendredi,02-04-2021,9:00,232.32,0
Vendredi,02-04-2021,15:30,759.23,600
Samedi,03-04-2021,8:20,682.02,0
Samedi,03-04-2021,12:00,647.09,0
Lundi,05-04-2021,8:00,486.93,0
Mardi,06-04-2021,8:30,397.79,0
Mardi,06-04-2021,16:30,326.96,0
Mercredi,07-04-2021,8:00,260.38,0
Jeudi,08-04-2021,8:00,239.59,0
Jeudi,08-04-2021,16:30,666.11,600
Vendredi,09-04-2021,8:00,597.84,0
Vendredi,09-04-2021,16:00,514.9,0
Samedi,10-04-2021,8:20,435.74,0
Samedi,10-04-2021,14:00,386,0
Lundi,12-04-2021,8:00,210.86,0
Lundi,12-04-2021,16:40,99.76,0
Mardi,13-04-2021,8:00,7.59,0
Mardi,13-04-2021,16:30,584.6,600
Mercredi,14-04-2021,8:00,505.84,0
Mercredi,14-04-2021,16:30,411.6,0
Jeudi,15-04-2021,8:00,321.81,0
Jeudi,15-04-2021,16:00,253.18,0
Vendredi,16-04-2021,8:00,180.21,0
Vendredi,16-04-2021,16:30,106.26,0
Samedi,17-04-2021,8:08,10.52,0
Samedi,17-04-2021,12:30,605.86,600
Lundi,19-04-2021,8:00,388.77,0
Lundi,19-04-2021,17:00,276.02,0
Mardi,20-04-2021,8:00,204.23,0
Mardi,20-04-2021,18:00,27.24,0
Mercredi,21-04-2021,8:00,15.5,0
Mercredi,21-04-2021,14:00,602.17,600
Jeudi,22-04-2021,8:00,486.08,0
Jeudi,22-04-2021,,376.92,0
Vendredi,23-04-2021,8:00,300.55,0
Vendredi,23-04-2021,17:00,287.86,0
Samedi,24-04-2021,8:00,194.77,0
Samedi,24-04-2021,18:02,763.52,600
Lundi,26-04-2021,8:00,531.03,0
Lundi,26-04-2021,16:50,432.07,0
Mardi,27-04-2021,8:00,360.75,0
Mardi,27-04-2021,16:30,268.87,0
Mercredi,28-04-2021,9:50,241.33,0
Mercredi,28-04-2021,18:02,159.19,0
Jeudi,29-04-2021,10:25,108.11,0
Jeudi,29-04-2021,17:00,633.34,600
Vendredi,30-04-2021,8:00,557.12,0
Vendredi,30-04-2021,15:32,495.21,0
Samedi,01-05-2021,10:00,404.97,0
Lundi,03-05-2021,8:20,240.31,0
Lundi,03-05-2021,16:30,154.21,0
Mardi,04-05-2021,8:30,73.53,0
Mardi,04-05-2021,16:45,587.86,600
Mercredi,05-05-2021,8:00,532.25,0
Mercredi,05-05-2021,17:30,442.62,0
Jeudi,06-05-2021,8:00,390.05,0
Jeudi,06-05-2021,17:00,311.67,0
Vendredi,07-05-2021,8:00,239.71,0
Vendredi,07-05-2021,16:30,163.3,0
Samedi,08-05-2021,8:00,92.02,0
Samedi,08-05-2021,16:30,676.12,600
Lundi,10-05-2021,8:00,476.22,0
Lundi,10-05-2021,11:00,376.39,0
Mardi,11-05-2021,8:00,284.12,0
Mardi,11-05-2021,16:42,239.95,0
Mercredi,12-05-2021,8:00,155.43,0
Mercredi,12-05-2021,16:00,104.44,0
Jeudi,13-05-2021,8:00,23.01,0
Jeudi,13-05-2021,14:00,617.51,600
Vendredi,14-05-2021,8:40,506.83,0
Vendredi,14-05-2021,16:00,506.33,0
Samedi,15-05-2021,8:00,429.37,0
Lundi,17-05-2021,8:50,256.1,0
Mardi,18-05-2021,8:20,143.17,0
Mardi,18-05-2021,17:00,132.63,0
Mercredi,19-05-2021,8:33,52.17,0
Jeudi,20-05-2021,8:00,0,600
Jeudi,20-05-2021,18:20,517.94,0
Vendredi,21-05-2021,8:00,457.61,0
Vendredi,21-05-2021,18:02,348.27,0
Samedi,22-05-2021,8:00,283.28,0
Samedi,22-05-2021,14:20,237.58,0
Vendredi,28-05-2021,20:49,0,0
Jeudi,10-06-2021,15:30,600,600
Vendredi,11-06-2021,9:40,503.86,0
Vendredi,11-06-2021,16:00,501.76,0
Samedi,12-06-2021,8:30,420.99,0
Samedi,12-06-2021,13:00,374.63,0
Lundi,14-06-2021,9:00,184.41,0
Mardi,15-06-2021,8:45,98.52,0
Mercredi,16-06-2021,8:45,6.84,0
Vendredi,18-06-2021,17:00,0,600
Samedi,19-06-2021,8:00,536.71,0
Samedi,19-06-2021,12:30,494.44,0
Lundi,21-06-2021,8:10,334.12,0
Lundi,21-06-2021,17:15,247.05,0
Mardi,22-06-2021,8:30,189.28,0
Mardi,22-06-2021,17:00,113.04,0
Mercredi,23-06-2021,10:00,18.84,0
Mercredi,23-06-2021,16:30,618.01,600
Jeudi,24-06-2021,10:00,517.89,0
Jeudi,24-06-2021,18:00,418.66,0
Vendredi,25-06-2021,8:00,358.19,0
Vendredi,25-06-2021,18:02,265.12,0
Samedi,26-06-2021,8:15,188.53,0
Samedi,26-06-2021,12:15,152.91,0
Samedi,26-06-2021,14:30,743.07,600
Lundi,28-06-2021,8:00,582.54,0
Lundi,28-06-2021,16:00,489.4,0
Mardi,29-06-2021,9:30,440.4,0
Mardi,29-06-2021,16:40,327.62,0
Mercredi,30-06-2021,9:30,239.22,0
Mercredi,30-06-2021,15:40,177.83,0
Jeudi,01-07-2021,9:30,89.52,0
Jeudi,01-07-2021,16:00,89.48,0
Vendredi,02-07-2021,8:50,10.19,0
Vendredi,02-07-2021,17:30,610.13,600
Samedi,03-07-2021,9:25,529.79,0
Lundi,05-07-2021,8:20,261.18,0
Lundi,05-07-2021,18:02,160.54,0
Mardi,06-07-2021,8:10,85.48,0
Mardi,06-07-2021,16:40,663.54,600
Mercredi,07-07-2021,8:00,587.9,0
Mercredi,07-07-2021,17:30,492.25,0
Jeudi,08-07-2021,9:20,422.19,0
Jeudi,08-07-2021,16:30,353.35,0
Vendredi,09-07-2021,8:00,275.78,0
Vendredi,09-07-2021,16:00,187.65,0
Samedi,10-07-2021,9:30,108.03,0
Samedi,10-07-2021,13:40,683.39,600
Lundi,12-07-2021,8:08,485.67,0
Lundi,12-07-2021,16:45,392.49,0
Mardi,13-07-2021,8:10,309.33,0
Mercredi,14-07-2021,8:00,154,0
Mercredi,14-07-2021,16:30,660.91,600
Jeudi,15-07-2021,8:00,583.71,0
Jeudi,15-07-2021,17:00,492.36,0
Vendredi,16-07-2021,8:20,424.18,0
Vendredi,16-07-2021,16:40,419.9,0
Samedi,17-07-2021,8:30,329.49,0
Samedi,17-07-2021,13:30,290.35,0
Lundi,19-07-2021,8:25,81.11,0
Lundi,19-07-2021,15:00,602.98,600
Mardi,20-07-2021,8:00,510.5,0
Mardi,20-07-2021,16:40,409.99,0
Mercredi,21-07-2021,8:00,333.5,0
Mercredi,21-07-2021,17:00,245.65,0
Jeudi,22-07-2021,10:16,136.61,0
Jeudi,22-07-2021,16:30,134.72,0
Vendredi,23-07-2021,8:00,46.64,0
Vendredi,23-07-2021,16:00,606.98,600
Samedi,24-07-2021,8:25,518.05,0
Lundi,26-07-2021,8:00,278.58,0
Lundi,26-07-2021,16:20,176.66,0
Mardi,27-07-2021,8:00,78.29,0
Mardi,27-07-2021,16:00,6.79,0
Mercredi,28-07-2021,8:00,6.41,0
Mercredi,28-07-2021,12:45,605.28,600
Jeudi,29-07-2021,8:00,494.45,0
Jeudi,29-07-2021,16:50,414.58,0
Vendredi,30-07-2021,8:02,340.64,0
Vendredi,30-07-2021,16:30,318.13,0
Samedi,31-07-2021,8:00,246.17,0
Lundi,02-08-2021,8:00,6.48,0
Lundi,02-08-2021,13:10,606.22,600
Mardi,03-08-2021,9:20,508.36,0
Mardi,03-08-2021,18:00,418.91,0
Mercredi,04-08-2021,9:00,348.03,0
Mercredi,04-08-2021,16:10,273.4,0
Jeudi,05-08-2021,8:12,196.6,0
Jeudi,05-08-2021,17:00,112.15,0
Vendredi,06-08-2021,8:30,12.2,0
Vendredi,06-08-2021,15:30,544.02,600
Samedi,07-08-2021,8:30,466.54,0
Samedi,07-08-2021,14:30,423.16,0
Lundi,09-08-2021,8:30,182.7,0
Mardi,10-08-2021,15:50,644.35,600
Mardi,10-08-2021,17:30,630.81,0
Vendredi,13-08-2021,11:40,471.66,0
Vendredi,13-08-2021,16:00,456.62,0
Samedi,14-08-2021,8:23,374.08,0
Samedi,14-08-2021,15:15,303.75,0
Lundi,16-08-2021,8:05,199.67,0
Lundi,16-08-2021,16:30,664.57,600
Mardi,17-08-2021,8:25,578.08,0
Mardi,17-08-2021,18:00,492.22,0
Mercredi,18-08-2021,8:25,421.32,0
Mercredi,18-08-2021,17:00,331.85,0
Jeudi,19-08-2021,8:17,247.37,0
Vendredi,20-08-2021,8:30,107.65,0
Vendredi,20-08-2021,18:02,623.54,600
Samedi,21-08-2021,8:12,555.8,0
Samedi,21-08-2021,14:50,502.62,0
Lundi,23-08-2021,8:30,320.12,0
Mardi,24-08-2021,8:30,145.29,0
Mardi,24-08-2021,17:25,686.75,600
Mercredi,25-08-2021,8:14,608.24,0
Mercredi,25-08-2021,16:00,527.95,0
Jeudi,26-08-2021,8:30,433.3,0
Jeudi,26-08-2021,16:20,350.65,0
Vendredi,27-08-2021,8:30,272.43,0
Vendredi,27-08-2021,17:20,193.02,0
Samedi,28-08-2021,9:00,95.56,0
Samedi,28-08-2021,14:30,662.45,600
Lundi,30-08-2021,8:00,525.2,0
Mardi,31-08-2021,8:40,448.04,0
Mardi,31-08-2021,16:40,427.35,0
Mercredi,01-09-2021,8:40,336.68,0
Jeudi,02-09-2021,8:30,235.2,0
Jeudi,02-09-2021,18:00,130,0
Vendredi,03-09-2021,8:00,70.79,0
Samedi,04-09-2021,11:00,601.23,600
Samedi,04-09-2021,14:00,586.96,0
Lundi,06-09-2021,8:00,434.36,0
Lundi,06-09-2021,18:30,339.29,0
Mardi,07-09-2021,8:30,272.22,0
Mardi,07-09-2021,15:50,187.46,0
Mercredi,08-09-2021,8:30,99.36,0
Mercredi,08-09-2021,15:00,632.51,600
Jeudi,09-09-2021,9:00,526.36,0
Vendredi,10-09-2021,8:00,384.21,0
Samedi,11-09-2021,8:20,220.75,0
Samedi,11-09-2021,16:00,755.01,600
Lundi,13-09-2021,8:08,571.16,0
Lundi,13-09-2021,17:00,475.48,0
Mardi,14-09-2021,8:00,405.1,0
Mardi,14-09-2021,15:30,320.84,0
Mercredi,15-09-2021,8:20,218.4,0
Mercredi,15-09-2021,17:00,138.76,0
Jeudi,16-09-2021,8:00,50.5,0
Jeudi,16-09-2021,11:00,633.98,600
Jeudi,16-09-2021,17:00,560.76,0
Vendredi,17-09-2021,8:50,446.84,0
Samedi,18-09-2021,8:06,263.75,0
Samedi,18-09-2021,16:00,186.76,0
Lundi,20-09-2021,8:30,12.69,0
Lundi,20-09-2021,11:00,611.21,600
Lundi,20-09-2021,17:00,564.46,0
Mardi,21-09-2021,8:00,487.16,0
Mardi,21-09-2021,16:00,395.72,0
Mercredi,22-09-2021,15:00,194.11,0
Jeudi,23-09-2021,9:00,80.24,0
Jeudi,23-09-2021,16:00,601.06,600
Vendredi,24-09-2021,8:40,484.77,0
Lundi,27-09-2021,8:10,6.36,0
Lundi,27-09-2021,11:10,606.96,600
Lundi,27-09-2021,17:00,522.59,0
Mardi,28-09-2021,8:00,426.95,0
Mardi,28-09-2021,16:30,322.86,0
Mercredi,29-09-2021,8:00,226.66,0
Jeudi,30-09-2021,8:00,20.01,0
Jeudi,30-09-2021,14:00,618.8,600
Vendredi,01-10-2021,10:55,504.18,0
Vendredi,01-10-2021,16:30,443.01,0
Samedi,02-10-2021,9:00,345.05,0
Lundi,04-10-2021,8:30,101.45,0
Lundi,04-10-2021,15:30,616.3,600
Mardi,05-10-2021,9:00,518.2,0
Mardi,05-10-2021,17:30,410.42,0
Mercredi,06-10-2021,8:00,335.82,0
Mercredi,06-10-2021,16:30,231.72,0
Jeudi,07-10-2021,18:00,40.45,0
Vendredi,08-10-2021,15:00,600.1,600
Samedi,09-10-2021,8:00,510.87,0
Samedi,09-10-2021,12:45,465.51,0
Lundi,11-10-2021,8:20,225.65,0
Mardi,12-10-2021,8:30,49.75,0
Mardi,12-10-2021,12:30,614.79,600
Mercredi,13-10-2021,8:00,492.71,0
Mercredi,13-10-2021,15:45,404.29,0
Jeudi,14-10-2021,9:30,320.54,0
Jeudi,14-10-2021,16:30,225.14,0
Vendredi,15-10-2021,8:50,146.17,0
Vendredi,15-10-2021,18:02,651.54,600
Samedi,16-10-2021,8:00,567.65,0
Lundi,18-10-2021,9:00,393.35,0
Mardi,19-10-2021,8:40,191.62,0
Mardi,19-10-2021,17:40,81.33,0
Mercredi,20-10-2021,8:30,11.64,0
Mercredi,20-10-2021,15:30,609.14,600
Jeudi,21-10-2021,8:00,514.09,0
Jeudi,21-10-2021,17:00,426,0
Vendredi,22-10-2021,8:00,349.87,0
Vendredi,22-10-2021,16:00,264.67,0
Samedi,23-10-2021,8:00,180.54,600
Mardi,26-10-2021,8:00,204.24,0
Mardi,26-10-2021,17:20,94.99,0
Mercredi,27-10-2021,16:30,536.7,0
Jeudi,28-10-2021,8:00,449,0
Jeudi,28-10-2021,17:30,300.97,0
Vendredi,29-10-2021,8:00,258.5,0
Vendredi,29-10-2021,17:00,181.4,0
Samedi,30-10-2021,8:00,111.66,600
Lundi,01-11-2021,17:30,217.98,0
Mardi,02-11-2021,8:00,162.24,0
Mardi,02-11-2021,16:00,87.84,0
Mercredi,03-11-2021,8:00,0.57,600
Mercredi,03-11-2021,18:00,600,0
Jeudi,04-11-2021,8:00,483.86,0
Jeudi,04-11-2021,17:15,411.31,0
Vendredi,05-11-2021,8:00,353.22,0
Vendredi,05-11-2021,17:20,232.77,0
Samedi,06-11-2021,8:00,166.85,600
Samedi,06-11-2021,17:33,725.2,0
Lundi,08-11-2021,8:30,573.02,0
Lundi,08-11-2021,17:10,485.92,0
Mardi,09-11-2021,8:00,402.17,0
Mardi,09-11-2021,17:20,283.36,0
Mercredi,10-11-2021,8:12,183.67,0
Mercredi,10-11-2021,17:50,56.97,0
Jeudi,11-11-2021,12:00,601.19,600
Jeudi,11-11-2021,17:15,546.18,0
Vendredi,12-11-2021,8:20,429.89,0
Samedi,13-11-2021,8:00,303.32,0
Samedi,13-11-2021,14:00,265.99,0
Lundi,15-11-2021,8:00,61.32,600
Lundi,15-11-2021,17:30,561.6,0
Mardi,16-11-2021,8:00,466.09,0
Mardi,16-11-2021,17:30,357.5,0
Mercredi,17-11-2021,8:00,273.13,0
Mercredi,17-11-2021,17:35,147.8,0
Jeudi,18-11-2021,8:15,75.77,600
Jeudi,18-11-2021,17:00,581,0
Vendredi,19-11-2021,8:15,486.18,0
Vendredi,19-11-2021,16:50,397.74,0
Samedi,20-11-2021,8:00,319.98,0
Samedi,20-11-2021,17:00,259.79,0
Lundi,22-11-2021,8:00,51.4,600
Lundi,22-11-2021,17:00,550.8,0
Mardi,23-11-2021,8:00,465.93,0
Mardi,23-11-2021,17:40,338.57,0
Mercredi,24-11-2021,8:00,256.73,0
Mercredi,24-11-2021,16:30,139.26,0
Jeudi,25-11-2021,8:48,46.55,0
Jeudi,25-11-2021,16:00,581.71,600
Vendredi,26-11-2021,8:00,488.3,0
Vendredi,26-11-2021,17:20,397.38,0
Samedi,27-11-2021,8:00,319.35,0
Samedi,27-11-2021,15:00,250.1,0
Lundi,29-11-2021,8:00,73.52,0
Lundi,29-11-2021,17:20,610,600
Mardi,30-11-2021,8:30,489.98,0
Mardi,30-11-2021,17:15,361.91,0
Mercredi,01-12-2021,8:20,250.8,0
Mercredi,01-12-2021,17:30,121.52,0
Jeudi,02-12-2021,8:20,0,0
Jeudi,02-12-2021,12:00,600,600
Jeudi,02-12-2021,17:00,532.21,0
Vendredi,03-12-2021,8:00,417.51,0
Vendredi,03-12-2021,17:00,298.3,0
Samedi,04-12-2021,8:00,172.41,0
Samedi,04-12-2021,18:15,694.05,600
Lundi,06-12-2021,8:00,517.41,0
Lundi,06-12-2021,17:00,403.18,0
Mardi,07-12-2021,8:00,282.97,0
Mardi,07-12-2021,16:15,767.31,600
Mercredi,08-12-2021,8:00,664.68,0
Mercredi,08-12-2021,16:20,561.87,0
Jeudi,09-12-2021,8:00,465.44,0
Vendredi,10-12-2021,8:00,257.12,0
Vendredi,10-12-2021,18:02,130.96,0
Samedi,11-12-2021,8:00,20.94,0
Samedi,11-12-2021,8:40,621.7,600
Samedi,11-12-2021,13:00,577.78,0
Lundi,13-12-2021,8:00,348.48,0
Lundi,13-12-2021,18:02,232.42,0
Mardi,14-12-2021,8:05,118.83,0
Mardi,14-12-2021,18:00,603.04,600
Mercredi,15-12-2021,8:00,517.38,0
Mercredi,15-12-2021,18:02,404.17,0
Jeudi,16-12-2021,8:00,321.84,0
Jeudi,16-12-2021,17:00,221.51,0
Vendredi,17-12-2021,8:09,150.03,0
Vendredi,17-12-2021,16:50,64.88,0
Vendredi,17-12-2021,17:30,662.26,600
Samedi,18-12-2021,8:00,574.53,0
Samedi,18-12-2021,15:00,521.23,0
Lundi,20-12-2021,8:20,392.52,0
Lundi,20-12-2021,17:11,305.02,0
Mardi,21-12-2021,8:20,194.15,0
Mardi,21-12-2021,18:00,665.38,600
Mercredi,22-12-2021,8:30,557.47,0
Mercredi,22-12-2021,17:30,443.75,0
Jeudi,23-12-2021,9:00,308.48,0
Jeudi,23-12-2021,16:00,240.41,0
Vendredi,24-12-2021,8:00,146.23,0
Vendredi,24-12-2021,14:00,680.1,600
Samedi,25-12-2021,6:00,573.58,0
Samedi,25-12-2021,16:00,517.94,0
Lundi,27-12-2021,8:30,297.7,0
Lundi,27-12-2021,18:02,214.55,0
Mardi,28-12-2021,8:30,140.21,0
Mardi,28-12-2021,17:30,623.17,600
Mercredi,29-12-2021,8:25,551.96,0
Mercredi,29-12-2021,17:00,453.89,0
Jeudi,30-12-2021,8:00,361.23,0
Jeudi,30-12-2021,17:00,250.43,0
Vendredi,31-12-2021,8:00,156.21,0
Vendredi,31-12-2021,15:00,703.16,600
Lundi,03-01-2022,8:30,392.62,0
Mardi,04-01-2022,10:00,282.82,0
Mardi,04-01-2022,16:00,248.88,0
Mercredi,05-01-2022,8:20,156.84,0
Mercredi,05-01-2022,18:10,651.36,600
Jeudi,06-01-2022,8:30,565.77,0
Vendredi,07-01-2022,8:30,404.38,0
Vendredi,07-01-2022,16:20,312.63,0
Samedi,08-01-2022,8:30,213.5,0
Samedi,08-01-2022,16:00,677.03,600
Lundi,10-01-2022,9:00,430.59,0
Lundi,10-01-2022,18:02,325.67,0
Mardi,11-01-2022,8:00,200.55,0
Mardi,11-01-2022,17:00,666.57,600
Mercredi,12-01-2022,8:30,588.88,0
Mercredi,12-01-2022,17:00,488.07,0
Jeudi,13-01-2022,8:20,403.84,0
Jeudi,13-01-2022,18:00,312.74,0
Vendredi,14-01-2022,8:30,235.88,0
Vendredi,14-01-2022,17:00,810.88,600
Samedi,15-01-2022,11:15,702.14,0
Lundi,17-01-2022,12:30,407.06,0
Mardi,18-01-2022,11:00,246.31,0
Mardi,18-01-2022,17:30,682.96,600
Mercredi,19-01-2022,9:30,596.95,0
Mercredi,19-01-2022,17:20,523.79,0
Jeudi,20-01-2022,9:20,450.92,0
Jeudi,20-01-2022,16:00,341.53,0
Vendredi,21-01-2022,9:00,240.94,0
Vendredi,21-01-2022,15:45,707.22,600
Samedi,22-01-2022,16:00,555.84,0
Lundi,24-01-2022,8:30,366.85,0
Lundi,24-01-2022,17:20,254.87,0
Mardi,25-01-2022,8:20,164.44,0
Mardi,25-01-2022,17:30,634.75,600
Mercredi,26-01-2022,9:00,557.87,0
Mercredi,26-01-2022,16:30,461.44,0
Jeudi,27-01-2022,8:00,373.53,0
Jeudi,27-01-2022,17:00,264.96,0
Vendredi,28-01-2022,8:20,154.1,0
Vendredi,28-01-2022,18:20,659.58,600
Samedi,29-01-2022,8:30,565.59,0
Samedi,29-01-2022,12:00,519.84,0
Lundi,31-01-2022,8:30,300.65,0
Mardi,01-02-2022,8:00,123.91,0
Mardi,01-02-2022,17:00,621.54,600
Mercredi,02-02-2022,8:30,533.53,0
Mercredi,02-02-2022,16:30,433.6,0
Jeudi,03-02-2022,17:00,253.86,0
Vendredi,04-02-2022,8:00,153.15,0
Vendredi,04-02-2022,17:00,642.91,600
Samedi,05-02-2022,8:20,552.22,0
Samedi,05-02-2022,12:30,506.12,0
Lundi,07-02-2022,16:30,201.63,0
Mardi,08-02-2022,8:30,108.77,0
Mercredi,09-02-2022,8:00,601.62,600
Mercredi,09-02-2022,16:30,503.97,0
Jeudi,10-02-2022,9:00,338.97,0
Jeudi,10-02-2022,16:00,243.84,0
Vendredi,11-02-2022,8:00,128.7,0
Vendredi,11-02-2022,17:00,616.92,600
Samedi,12-02-2022,8:30,540.43,0
Samedi,12-02-2022,14:00,494.8,0
Lundi,14-02-2022,8:00,291.76,0
Lundi,14-02-2022,17:00,185,0
Mardi,15-02-2022,8:00,97.89,0
Mardi,15-02-2022,17:30,627.09,600
Mercredi,16-02-2022,8:00,533.73,0
Mercredi,16-02-2022,18:02,430.25,0
Jeudi,17-02-2022,8:00,352.59,0
Jeudi,17-02-2022,19:00,239.07,0
Vendredi,18-02-2022,8:00,190.03,0
Vendredi,18-02-2022,16:00,677.68,600
Samedi,19-02-2022,12:00,554.61,0
Lundi,21-02-2022,8:00,298.77,0
Lundi,21-02-2022,18:00,181,0
Mardi,22-02-2022,8:15,110.17,0
Mardi,22-02-2022,17:45,623.33,600
Mercredi,23-02-2022,8:00,533.42,0
Mercredi,23-02-2022,18:02,423.51,0
Jeudi,24-02-2022,8:00,355.79,0
Jeudi,24-02-2022,16:00,280.6,0
Vendredi,25-02-2022,9:50,154.8,0
Vendredi,25-02-2022,16:00,670.14,600
Samedi,26-02-2022,8:30,661.46,0
Dimanche,27-02-2022,9:00,521.98,0
Lundi,28-02-2022,8:00,414.19,0
Mardi,01-03-2022,8:00,232.9,0
Mardi,01-03-2022,17:30,621.56,500
Mercredi,02-03-2022,8:20,522.19,0
Mercredi,02-03-2022,14:00,542.61,100
Jeudi,03-03-2022,8:20,419.99,0
Jeudi,03-03-2022,18:00,305.1,0
