Jour,Date,Heure,KwH Restant,Achat KwH
Vendredi,04-03-2022,8:00,191.22,0
Vendredi,04-03-2022,16:20,690.72,600
Samedi,05-03-2022,8:00,588.41,0
Samedi,05-03-2022,14:00,543.55,0
Lundi,07-03-2022,8:10,325.64,0
Mardi,08-03-2022,8:00,120.4,0
Mardi,08-03-2022,18:02,13.2,0
Mercredi,09-03-2022,9:00,612.28,600
Mercredi,09-03-2022,16:30,515.1,0
Jeudi,10-03-2022,8:00,422.39,0
Jeudi,10-03-2022,12:00,368.32,0
Jeudi,10-03-2022,16:20,324.59,0
Vendredi,11-03-2022,8:26,220.26,0
Vendredi,11-03-2022,17:20,684.46,600
Samedi,12-03-2022,8:15,585.83,0
Samedi,12-03-2022,13:00,536.73,0
Lundi,14-03-2022,10:30,307.67,0
Lundi,14-03-2022,17:30,204.52,0
Mardi,15-03-2022,9:00,123.86,0
Mardi,15-03-2022,18:02,639.91,600
Mercredi,16-03-2022,8:00,547.93,0
Mercredi,16-03-2022,16:30,434.93,0
Jeudi,17-03-2022,9:00,361.66,0
Jeudi,17-03-2022,18:02,258.31,0
Lundi,25-04-2022,17:00,223.25,0
Mardi,26-04-2022,8:15,122.92,0
Mardi,26-04-2022,15:45,635.45,600
Mercredi,27-04-2022,9:30,527.88,0
Mercredi,27-04-2022,18:00,440.89,0
Jeudi,28-04-2022,8:30,352.32,0
Jeudi,28-04-2022,16:00,254.37,0
Vendredi,29-04-2022,9:00,140.99,0
Vendredi,29-04-2022,15:00,680.51,600
Samedi,30-04-2022,8:45,558.68,0
Lundi,02-05-2022,8:00,288.46,0
Lundi,02-05-2022,17:50,173.28,0
Mardi,03-05-2022,8:00,85.02,0
Mardi,03-05-2022,13:45,618.19,600
Mercredi,04-05-2022,8:00,467.57,0
Mercredi,04-05-2022,16:00,366.38,0
Jeudi,05-05-2022,8:30,247.27,0
Jeudi,05-05-2022,16:20,159.51,0
Vendredi,06-05-2022,9:00,68,0
Vendredi,06-05-2022,12:45,619.04,600
Samedi,07-05-2022,8:00,507.7,0
Lundi,09-05-2022,8:00,231.1,0
Lundi,09-05-2022,16:40,133.56,0
Mardi,10-05-2022,8:20,36.78,0
Mardi,10-05-2022,10:30,615.13,600
Mardi,10-05-2022,16:34,545.16,0
Mercredi,11-05-2022,8:00,457.79,0
Mercredi,11-05-2022,17:00,357.13,0
Jeudi,12-05-2022,9:40,238.63,0
Jeudi,12-05-2022,17:00,155.53,0
Vendredi,13-05-2022,8:15,93.5,0
Vendredi,13-05-2022,14:30,650.12,600
Samedi,14-05-2022,8:30,514.54,0
Lundi,16-05-2022,8:00,185.65,0
Lundi,16-05-2022,15:15,513.1,400
Mardi,17-05-2022,8:00,414.52,0
Mardi,17-05-2022,17:30,339.25,0
Mercredi,18-05-2022,8:00,240.13,0
Mercredi,18-05-2022,18:00,162.6,0
Jeudi,19-05-2022,9:00,76.09,0
Jeudi,19-05-2022,15:30,606.33,600
Vendredi,20-05-2022,8:00,483.16,0
Samedi,21-05-2022,8:00,361.71,0
Lundi,23-05-2022,8:30,94.82,0
Lundi,23-05-2022,17:00,603.62,600
Mardi,24-05-2022,8:00,503.74,0
Mardi,24-05-2022,17:20,391.71,0
Mercredi,25-05-2022,8:15,309.1,0
Mercredi,25-05-2022,16:45,209.19,0
Jeudi,26-05-2022,8:20,121.2,0
Jeudi,26-05-2022,15:30,630.36,600
Vendredi,27-05-2022,8:45,492.81,0
Vendredi,27-05-2022,15:00,413.36,0
Samedi,28-05-2022,8:00,296.55,0
Samedi,28-05-2022,14:00,226,0
Lundi,30-05-2022,8:00,3.89,0
Lundi,30-05-2022,12:45,603.34,600
Mardi,31-05-2022,8:30,441.6,0
Mardi,31-05-2022,17:30,334.74,0
Mercredi,01-06-2022,9:00,220.34,0
Jeudi,02-06-2022,8:00,38.43,0
Jeudi,02-06-2022,11:15,610.57,600
Vendredi,03-06-2022,8:24,453.59,0
Vendredi,03-06-2022,17:45,327.2,0
Samedi,04-06-2022,9:00,217.02,0
Lundi,06-06-2022,18:00,601.18,600
Mardi,07-06-2022,10:00,488.71,0
Mardi,07-06-2022,18:02,393.62,0
Mercredi,08-06-2022,8:10,281.19,0
Mercredi,08-06-2022,17:30,212.24,0
Jeudi,09-06-2022,9:20,111.11,0
Jeudi,09-06-2022,16:30,108.12,0
Vendredi,10-06-2022,10:45,600,600
Vendredi,10-06-2022,16:30,510.38,0
Samedi,11-06-2022,9:30,407.55,0
Samedi,11-06-2022,13:00,374.67,0
Lundi,13-06-2022,8:00,181.73,0
Lundi,13-06-2022,16:00,153.54,0
Mardi,14-06-2022,8:15,23.08,0
Mardi,14-06-2022,12:00,601.87,600
Mardi,14-06-2022,16:30,535.21,0
Mercredi,15-06-2022,8:30,434.61,0
Mercredi,15-06-2022,16:00,330.38,0
Jeudi,16-06-2022,8:30,220.91,0
Jeudi,16-06-2022,16:00,114.72,0
Vendredi,17-06-2022,11:50,600,600
Vendredi,17-06-2022,16:30,553.41,0
Samedi,18-06-2022,9:15,408.28,0
Samedi,18-06-2022,13:00,348.28,0
Lundi,20-06-2022,8:00,162.29,0
Lundi,20-06-2022,16:00,50.222,0
Mardi,21-06-2022,10:10,701.39,700
Mardi,21-06-2022,16:00,624.17,0
Mercredi,22-06-2022,8:00,520.32,0
Mercredi,22-06-2022,16:45,411.9,0
Jeudi,23-06-2022,8:30,311.8,0
Jeudi,23-06-2022,16:00,205.18,0
Vendredi,24-06-2022,8:00,95.08,0
Vendredi,24-06-2022,15:20,704.25,700
Samedi,25-06-2022,8:30,590.98,0
Samedi,25-06-2022,13:00,540.7,0
Samedi,25-06-2022,16:30,509.36,0
Lundi,27-06-2022,8:00,323.1,0
Lundi,27-06-2022,16:00,264.63,0
Mardi,28-06-2022,8:45,149.73,0
Mardi,28-06-2022,15:20,759.23,700
Mercredi,29-06-2022,8:30,625.02,0
Mercredi,29-06-2022,16:00,530.6,0
Jeudi,30-06-2022,8:00,422.25,0
Jeudi,30-06-2022,16:00,361.01,0
Vendredi,01-07-2022,8:30,250,0
Vendredi,01-07-2022,15:00,858.54,700
Samedi,02-07-2022,8:00,756.87,0
Samedi,02-07-2022,16:00,701.02,0
Lundi,04-07-2022,8:00,495.35,0
Lundi,04-07-2022,16:30,375.25,0
Mardi,05-07-2022,8:00,265.15,0
Mardi,05-07-2022,18:02,239.51,0
Mercredi,06-07-2022,9:45,117.42,0
Mercredi,06-07-2022,17:20,614.53,600
Jeudi,07-07-2022,9:30,501.71,0
Jeudi,07-07-2022,17:45,395.41,0
Vendredi,08-07-2022,8:30,313.7,0
Vendredi,08-07-2022,18:02,911.24,700
Samedi,09-07-2022,11:00,806.61,0
Samedi,09-07-2022,16:00,756.4,0
Lundi,11-07-2022,8:00,486.47,0
Lundi,11-07-2022,17:50,364.41,0
Mardi,12-07-2022,8:10,268.89,0
Mardi,12-07-2022,16:30,142.18,0
Mercredi,13-07-2022,8:20,29.61,0
Mercredi,13-07-2022,9:50,716.48,700
Mercredi,13-07-2022,16:00,625.61,0
Lundi,25-07-2022,8:30,580.65,0
Lundi,25-07-2022,16:30,453.72,0
Mardi,26-07-2022,8:35,351.15,0
Mardi,26-07-2022,13:20,941.71,700
Mardi,26-07-2022,17:30,881.17,0
Mercredi,27-07-2022,8:50,793.14,0
Mercredi,27-07-2022,18:00,655.77,0
Jeudi,28-07-2022,9:10,527.91,0
Jeudi,28-07-2022,17:20,446.16,0
Vendredi,29-07-2022,8:45,371.45,0
Samedi,30-07-2022,9:00,250.05,0
Samedi,30-07-2022,13:00,858.99,700
Lundi,01-08-2022,9:20,603.73,0
Lundi,01-08-2022,16:13,485.98,0
Mardi,02-08-2022,8:30,375.74,0
Mardi,02-08-2022,16:45,245.74,0
Mercredi,03-08-2022,8:00,135.87,0
Mercredi,03-08-2022,16:00,715.84,700
Jeudi,04-08-2022,8:30,588.22,0
Jeudi,04-08-2022,17:00,485.69,0
Vendredi,05-08-2022,10:00,381.39,0
Vendredi,05-08-2022,18:02,250.42,0
Samedi,06-08-2022,10:10,129.81,0
Samedi,06-08-2022,16:15,774.47,700
Lundi,08-08-2022,8:50,474.21,0
Lundi,08-08-2022,17:30,368.42,0
Mardi,09-08-2022,8:00,317.14,0
Mardi,09-08-2022,16:40,222.21,0
Mercredi,10-08-2022,8:27,83.13,0
Mercredi,10-08-2022,13:00,705.57,700
Jeudi,11-08-2022,8:20,604.72,0
Jeudi,11-08-2022,16:45,493.78,0
Vendredi,12-08-2022,8:00,396.46,0
Vendredi,12-08-2022,15:00,979.98,700
Samedi,13-08-2022,8:00,865.45,0
Samedi,13-08-2022,11:45,823.64,0
Lundi,15-08-2022,8:15,431.14,0
Lundi,15-08-2022,18:30,269.97,0
Mardi,16-08-2022,11:45,780.17,500
Mardi,16-08-2022,16:00,883.64,200
Mercredi,17-08-2022,9:15,759.18,0
Mercredi,17-08-2022,18:00,665.31,0
Jeudi,18-08-2022,8:15,558.78,0
Jeudi,18-08-2022,17:30,445.04,0
Vendredi,19-08-2022,8:30,317.84,0
Vendredi,19-08-2022,16:00,913.99,700
Samedi,20-08-2022,9:25,766.22,0
Samedi,20-08-2022,15:00,718.4,0
Lundi,22-08-2022,11:00,369.73,0
Lundi,22-08-2022,17:20,302.46,0
Mardi,23-08-2022,8:33,191.56,0
Mardi,23-08-2022,14:00,815.26,700
Mercredi,24-08-2022,8:20,643.94,0
Mercredi,24-08-2022,17:00,533.36,0
Jeudi,25-08-2022,18:15,448.72,0
Vendredi,26-08-2022,8:00,377.78,0
Vendredi,26-08-2022,16:30,285.31,0
Samedi,27-08-2022,8:30,170.02,0
Samedi,27-08-2022,12:30,829.64,800
Lundi,29-08-2022,8:00,588.03,0
Lundi,29-08-2022,18:00,472.63,0
Mardi,30-08-2022,8:00,385.99,0
Mardi,30-08-2022,17:00,991.63,700
Mercredi,31-08-2022,8:00,862.33,0
Mercredi,31-08-2022,16:00,790.92,0
Jeudi,01-09-2022,9:40,650.75,0
Jeudi,01-09-2022,17:00,562.23,0
Vendredi,02-09-2022,8:30,453.62,0
Vendredi,02-09-2022,16:30,1053.34,700
Samedi,03-09-2022,9:50,918.96,0
Samedi,03-09-2022,16:00,857.41,0
Lundi,05-09-2022,8:00,563.25,0
Lundi,05-09-2022,18:30,420.23,0
Mardi,06-09-2022,17:20,327.94,0
Mercredi,07-09-2022,9:40,171.94,0
Mercredi,07-09-2022,14:45,861.43,700
Jeudi,08-09-2022,8:30,766.51,0
Jeudi,08-09-2022,17:50,653.02,0
Vendredi,09-09-2022,8:30,517.7,0
Samedi,10-09-2022,8:00,282.05,0
Samedi,10-09-2022,9:15,972.59,700
Samedi,10-09-2022,14:00,924.31,0
Lundi,12-09-2022,8:15,655.54,0
Lundi,12-09-2022,18:15,544.49,0
Mardi,13-09-2022,8:30,442.97,0
Mardi,13-09-2022,14:00,1117.27,700
Mercredi,14-09-2022,8:40,939.75,0
Jeudi,15-09-2022,8:00,656.2,0
Jeudi,15-09-2022,18:00,526.2,0
Vendredi,16-09-2022,8:40,401.2,0
Vendredi,16-09-2022,16:30,961.2,700
Samedi,17-09-2022,8:35,851.1,0
Samedi,17-09-2022,15:45,741.1,0
Lundi,19-09-2022,8:15,426,0
Lundi,19-09-2022,18:00,135,0
Mardi,20-09-2022,8:40,291.14,0
Mardi,20-09-2022,16:40,890.14,700
Mercredi,21-09-2022,8:00,761.15,0
Mercredi,21-09-2022,18:00,538.14,0
Jeudi,22-09-2022,8:10,408.15,0
Jeudi,22-09-2022,17:15,263.15,0
Vendredi,23-09-2022,9:00,138.16,0
Vendredi,23-09-2022,16:00,720.4,700
Samedi,24-09-2022,8:30,590.41,0
Lundi,26-09-2022,8:00,68.27,0
Lundi,26-09-2022,14:00,701.07,700
Mardi,27-09-2022,9:11,517.18,0
Mardi,27-09-2022,17:10,426.35,0
Mercredi,28-09-2022,8:00,333.15,0
Mercredi,28-09-2022,18:30,222.12,0
Jeudi,29-09-2022,8:30,118.14,0
Jeudi,29-09-2022,16:30,788.04,700
Vendredi,30-09-2022,11:10,630.22,0
Vendredi,30-09-2022,18:40,567.19,0
Samedi,01-10-2022,8:30,429.44,0
Lundi,03-10-2022,8:32,6.12,0
Lundi,03-10-2022,11:35,703.4,700
Lundi,03-10-2022,16:45,634.21,0
Mardi,04-10-2022,8:30,478.98,0
Mardi,04-10-2022,17:22,376.16,0
Mercredi,05-10-2022,8:40,222.62,0
Mercredi,05-10-2022,17:00,148.61,0
Jeudi,06-10-2022,11:00,701.99,700
Jeudi,06-10-2022,18:00,603.69,0
Vendredi,07-10-2022,8:30,450.11,0
Vendredi,07-10-2022,15:27,339.18,0
Samedi,08-10-2022,8:30,147.98,0
Samedi,08-10-2022,12:30,501.17,400
Samedi,08-10-2022,16:50,464.41,0
Dimanche,09-10-2022,7:05,363.64,0
Lundi,10-10-2022,8:20,187.22,0
Lundi,10-10-2022,17:00,750.58,700
Mardi,11-10-2022,9:00,585.81,0
Mardi,11-10-2022,16:35,486.66,0
Mercredi,12-10-2022,9:00,320.35,0
Jeudi,13-10-2022,8:30,116.18,0
Jeudi,13-10-2022,13:00,753.39,700
Jeudi,13-10-2022,18:30,677.4,0
Vendredi,14-10-2022,8:30,587.52,0
Vendredi,14-10-2022,16:50,496.74,0
Samedi,15-10-2022,8:30,365.94,0
Lundi,17-10-2022,8:50,65.7,0
Lundi,17-10-2022,12:30,724.35,700
Lundi,17-10-2022,16:00,682.63,0
Mardi,18-10-2022,8:55,513.29,0
Mardi,18-10-2022,17:05,396.22,0
Mercredi,19-10-2022,9:33,254.18,0
Mercredi,19-10-2022,16:30,243.23,0
Jeudi,20-10-2022,8:20,105.52,0
Jeudi,20-10-2022,16:30,88.56,0
Vendredi,21-10-2022,10:50,701.34,700
Samedi,22-10-2022,8:40,502.59,0
Samedi,22-10-2022,10:00,430.13,0
Lundi,24-10-2022,8:25,78.94,0
Lundi,24-10-2022,13:15,713.41,700
Lundi,24-10-2022,16:00,680.89,0
Mardi,25-10-2022,9:15,503.12,0
Mardi,25-10-2022,16:15,416.81,0
Mercredi,26-10-2022,8:30,263.88,0
Mercredi,26-10-2022,18:20,170.81,0
Jeudi,27-10-2022,8:30,44.02,0
Jeudi,27-10-2022,12:15,708.55,700
Jeudi,27-10-2022,17:20,650.58,0
Vendredi,28-10-2022,9:00,543.26,0
Vendredi,28-10-2022,18:00,473.62,0
Samedi,29-10-2022,8:50,380.24,0
Samedi,29-10-2022,16:00,349.39,0
Dimanche,30-10-2022,18:00,223.17,0
Lundi,31-10-2022,9:00,97.62,0
Lundi,31-10-2022,13:00,724.96,700
Mardi,01-11-2022,9:20,466.87,0
Mardi,01-11-2022,18:00,348.65,0
Mercredi,02-11-2022,8:50,202.82,0
Jeudi,03-11-2022,12:20,701.14,700
Jeudi,03-11-2022,16:18,636.18,0
Vendredi,04-11-2022,8:21,433.3,0
Samedi,05-11-2022,8:30,249.33,0
Samedi,05-11-2022,12:40,192.26,0
Dimanche,06-11-2022,12:20,71.24,0
Lundi,07-11-2022,12:30,801.54,800
Lundi,07-11-2022,16:00,759.12,0
Mardi,08-11-2022,16:00,529.92,0
Mercredi,09-11-2022,9:00,338,0
Mercredi,09-11-2022,18:30,177.84,0
Jeudi,10-11-2022,8:22,51.02,0
Jeudi,10-11-2022,16:30,801.1,800
Vendredi,11-11-2022,8:00,635.86,0
Vendredi,11-11-2022,8:30,585.86,0
Samedi,12-11-2022,10:00,434.33,0
Samedi,12-11-2022,12:15,400.09,0
Lundi,14-11-2022,10:36,801.59,801.59
Lundi,14-11-2022,17:09,698.27,0
Mardi,15-11-2022,8:10,582.45,0
Mardi,15-11-2022,16:30,463.01,0
Mardi,15-11-2022,18:00,445,0
Mercredi,16-11-2022,8:20,338.88,0
Mercredi,16-11-2022,17:00,223.83,0
Jeudi,17-11-2022,8:00,105.33,0
Jeudi,17-11-2022,16:00,839.4,800
Vendredi,18-11-2022,8:20,673.04,0
Vendredi,18-11-2022,18:20,543.79,0
Samedi,19-11-2022,8:15,429.09,0
Lundi,21-11-2022,11:20,801.74,800
Mardi,22-11-2022,8:30,673.15,0
Mardi,22-11-2022,19:00,523.18,0
Mercredi,23-11-2022,8:00,439.34,0
Mercredi,23-11-2022,16:40,399.06,0
Jeudi,24-11-2022,8:20,208.62,0
Jeudi,24-11-2022,16:45,90.84,0
Vendredi,25-11-2022,16:30,801.44,800
Samedi,26-11-2022,8:00,609.52,0
Samedi,26-11-2022,14:40,524.1,0
Lundi,28-11-2022,8:15,182.66,0
Lundi,28-11-2022,14:00,912.22,801.54
Mardi,29-11-2022,8:25,667.56,0
Mardi,29-11-2022,17:20,552.17,0
Mercredi,30-11-2022,9:00,401.83,0
Mercredi,30-11-2022,17:40,290.58,0
Jeudi,01-12-2022,8:20,148.1,0
Jeudi,01-12-2022,12:40,887.37,800.1
Jeudi,01-12-2022,17:25,825.45,0
Vendredi,02-12-2022,9:00,627.84,0
Vendredi,02-12-2022,16:00,575.19,0
Samedi,03-12-2022,15:20,325.55,0
Lundi,05-12-2022,16:30,809.77,800
Mardi,06-12-2022,8:45,663.74,0
Mardi,06-12-2022,16:00,572.29,0
Mercredi,07-12-2022,8:25,423.15,0
Mercredi,07-12-2022,17:30,328.75,0
Jeudi,08-12-2022,8:20,179.5,0
Jeudi,08-12-2022,16:00,879.32,800
Vendredi,09-12-2022,9:00,696.98,0
Vendredi,09-12-2022,17:00,599.56,0
Samedi,10-12-2022,9:00,448.3,0
Lundi,12-12-2022,9:00,88.54,0
Lundi,12-12-2022,11:40,833.34,800
Lundi,12-12-2022,16:30,785.69,0
Mardi,13-12-2022,8:15,614.39,0
Mercredi,14-12-2022,8:40,393.31,0
Mercredi,14-12-2022,17:00,280.77,0
Jeudi,15-12-2022,8:20,118.94,0
Jeudi,15-12-2022,13:50,843.87,800
Jeudi,15-12-2022,17:20,804.64,0
Vendredi,16-12-2022,8:40,644.45,0
Vendredi,16-12-2022,16:00,551.73,0
Samedi,17-12-2022,8:25,450.2,0
Lundi,19-12-2022,8:15,59.2,0
Lundi,19-12-2022,16:30,817.19,800
Mardi,20-12-2022,8:15,634.44,0
Mardi,20-12-2022,16:25,516.12,0
Mercredi,21-12-2022,8:15,372.5,0
Jeudi,22-12-2022,9:35,217.57,0
Jeudi,22-12-2022,17:40,161.93,0
Vendredi,23-12-2022,8:25,38.05,0
Vendredi,23-12-2022,10:05,810.01,800
Vendredi,23-12-2022,16:25,701.21,0
Samedi,24-12-2022,8:45,543.93,0
Samedi,24-12-2022,14:45,476.93,0
Lundi,26-12-2022,8:45,105.31,0
Lundi,26-12-2022,13:40,48.08,0
Lundi,26-12-2022,15:50,832.51,800
Mardi,27-12-2022,9:00,672.98,0
Mardi,27-12-2022,16:45,538.75,0
Mercredi,28-12-2022,9:00,471.63,0
Mercredi,28-12-2022,16:40,367.99,0
Jeudi,29-12-2022,8:10,240.04,0
Jeudi,29-12-2022,17:00,174.3,0
Vendredi,30-12-2022,8:20,35.25,0
Vendredi,30-12-2022,9:30,817.07,800
Vendredi,30-12-2022,17:00,723.48,0
Samedi,31-12-2022,13:15,548.54,0
Lundi,02-01-2023,8:00,221.02,0
Lundi,02-01-2023,16:45,118.2,0
Mardi,03-01-2023,8:00,7.98,0
Mardi,03-01-2023,15:45,808.98,800
Mercredi,04-01-2023,13:00,655.05,0
Jeudi,05-01-2023,9:40,518.19,0
Jeudi,05-01-2023,16:50,445.76,0
Vendredi,06-01-2023,8:15,324.84,0
Vendredi,06-01-2023,16:20,1023.08,800
Samedi,07-01-2023,8:10,898.64,0
Samedi,07-01-2023,14:15,848.07,0
Lundi,09-01-2023,8:15,651.09,0
Lundi,09-01-2023,17:50,522.34,0
Mardi,10-01-2023,8:15,389.77,0
Mardi,10-01-2023,18:00,252.03,0
Mercredi,11-01-2023,8:20,151.54,0
Mercredi,11-01-2023,9:05,941.95,800
Mercredi,11-01-2023,16:45,846.35,0
Jeudi,12-01-2023,8:00,719.44,0
Jeudi,12-01-2023,17:30,618.79,0
Vendredi,13-01-2023,8:25,515.68,0
Vendredi,13-01-2023,14:00,1236.93,800
Vendredi,13-01-2023,17:00,1198.58,0
Samedi,14-01-2023,8:33,1058.98,0
Samedi,14-01-2023,15:20,1021.44,0
Lundi,16-01-2023,9:30,652.82,0
Lundi,16-01-2023,13:00,611.71,0
Mardi,17-01-2023,7:50,454.56,0
Mardi,17-01-2023,14:20,384.48,0
Mercredi,18-01-2023,8:15,215.24,0
Mercredi,18-01-2023,16:40,890.88,800
Jeudi,19-01-2023,7:48,741.42,0
Jeudi,19-01-2023,17:45,603.17,0
Vendredi,20-01-2023,8:05,447.24,0
Vendredi,20-01-2023,16:35,1126.82,800
Samedi,21-01-2023,8:30,946.44,0
Samedi,21-01-2023,13:23,878.33,0
Lundi,23-01-2023,8:30,428.11,0
Lundi,23-01-2023,16:25,300.13,0
Mardi,24-01-2023,9:00,293.63,0
Mercredi,25-01-2023,7:50,30.75,0
Mercredi,25-01-2023,11:10,805.25,800
Mercredi,25-01-2023,16:15,723.25,0
Jeudi,26-01-2023,9:45,544.42,0
Jeudi,26-01-2023,16:40,440.71,0
Vendredi,27-01-2023,8:50,266.35,0
Vendredi,27-01-2023,13:00,207.53,0
Vendredi,27-01-2023,16:15,154.5,0
Samedi,28-01-2023,11:40,801.6,800
Samedi,28-01-2023,15:30,747.57,0
Lundi,30-01-2023,8:30,335.32,0
Lundi,30-01-2023,16:30,211.03,0
Mardi,31-01-2023,10:00,80.01,0
Mardi,31-01-2023,13:45,833.68,800
Mardi,31-01-2023,17:10,790.91,0
Mercredi,01-02-2023,7:59,665.27,0
Mercredi,01-02-2023,18:00,507.83,0
Jeudi,02-02-2023,8:15,367.43,0
Jeudi,02-02-2023,15:57,246.92,0
Vendredi,03-02-2023,7:43,88.9,0
Vendredi,03-02-2023,16:22,801.57,800
Samedi,04-02-2023,7:36,678.93,0
Samedi,04-02-2023,14:00,598.38,0
Lundi,06-02-2023,8:42,288.81,0
Lundi,06-02-2023,17:35,93.58,0
Mardi,07-02-2023,14:50,801.06,800
Mardi,07-02-2023,17:20,766.15,0
Mercredi,08-02-2023,8:10,611.47,0